group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 13 part 1,,,,,979498.0,ns,854
day 13 part 1,,,,,1859297.0,ns,1708
day 13 part 1,,,,,3139093.0,ns,2562
day 13 part 1,,,,,4158092.0,ns,3416
day 13 part 1,,,,,4563491.0,ns,4270
day 13 part 1,,,,,5113190.0,ns,5124
day 13 part 1,,,,,6775986.0,ns,5978
day 13 part 1,,,,,6545287.0,ns,6832
day 13 part 1,,,,,8584883.0,ns,7686
day 13 part 1,,,,,9249282.0,ns,8540
day 13 part 1,,,,,9497681.0,ns,9394
day 13 part 1,,,,,10369279.0,ns,10248
day 13 part 1,,,,,11847376.0,ns,11102
day 13 part 1,,,,,14101572.0,ns,11956
day 13 part 1,,,,,13963672.0,ns,12810
day 13 part 1,,,,,14180072.0,ns,13664
day 13 part 1,,,,,15874868.0,ns,14518
day 13 part 1,,,,,17947264.0,ns,15372
day 13 part 1,,,,,16494268.0,ns,16226
day 13 part 1,,,,,17795564.0,ns,17080
day 13 part 1,,,,,18405663.0,ns,17934
day 13 part 1,,,,,19987160.0,ns,18788
day 13 part 1,,,,,20607359.0,ns,19642
day 13 part 1,,,,,24062752.0,ns,20496
day 13 part 1,,,,,22703855.0,ns,21350
day 13 part 1,,,,,24929050.0,ns,22204
day 13 part 1,,,,,30833939.0,ns,23058
day 13 part 1,,,,,27604045.0,ns,23912
day 13 part 1,,,,,34708530.0,ns,24766
day 13 part 1,,,,,31619437.0,ns,25620
day 13 part 1,,,,,29107742.0,ns,26474
day 13 part 1,,,,,28052844.0,ns,27328
day 13 part 1,,,,,30412439.0,ns,28182
day 13 part 1,,,,,30455740.0,ns,29036
day 13 part 1,,,,,31784536.0,ns,29890
day 13 part 1,,,,,39462221.0,ns,30744
day 13 part 1,,,,,40382620.0,ns,31598
day 13 part 1,,,,,40871318.0,ns,32452
day 13 part 1,,,,,39338191.0,ns,33306
day 13 part 1,,,,,40746384.0,ns,34160
day 13 part 1,,,,,42619679.0,ns,35014
day 13 part 1,,,,,44058175.0,ns,35868
day 13 part 1,,,,,51823553.0,ns,36722
day 13 part 1,,,,,45875270.0,ns,37576
day 13 part 1,,,,,48325962.0,ns,38430
day 13 part 1,,,,,47835365.0,ns,39284
day 13 part 1,,,,,47785564.0,ns,40138
day 13 part 1,,,,,50581556.0,ns,40992
day 13 part 1,,,,,52476751.0,ns,41846
day 13 part 1,,,,,60106729.0,ns,42700
day 13 part 1,,,,,55944741.0,ns,43554
day 13 part 1,,,,,50793156.0,ns,44408
day 13 part 1,,,,,54786245.0,ns,45262
day 13 part 1,,,,,51834052.0,ns,46116
day 13 part 1,,,,,55708042.0,ns,46970
day 13 part 1,,,,,58080135.0,ns,47824
day 13 part 1,,,,,58451234.0,ns,48678
day 13 part 1,,,,,53705448.0,ns,49532
day 13 part 1,,,,,58148534.0,ns,50386
day 13 part 1,,,,,57390737.0,ns,51240
day 13 part 1,,,,,55668442.0,ns,52094
day 13 part 1,,,,,54390346.0,ns,52948
day 13 part 1,,,,,56772639.0,ns,53802
day 13 part 1,,,,,55763441.0,ns,54656
day 13 part 1,,,,,60504528.0,ns,55510
day 13 part 1,,,,,62641622.0,ns,56364
day 13 part 1,,,,,62963922.0,ns,57218
day 13 part 1,,,,,65785413.0,ns,58072
day 13 part 1,,,,,62338523.0,ns,58926
day 13 part 1,,,,,69310703.0,ns,59780
day 13 part 1,,,,,66288812.0,ns,60634
day 13 part 1,,,,,66387811.0,ns,61488
day 13 part 1,,,,,65422714.0,ns,62342
day 13 part 1,,,,,65663614.0,ns,63196
day 13 part 1,,,,,68870204.0,ns,64050
day 13 part 1,,,,,70741099.0,ns,64904
day 13 part 1,,,,,72985393.0,ns,65758
day 13 part 1,,,,,78829476.0,ns,66612
day 13 part 1,,,,,72807293.0,ns,67466
day 13 part 1,,,,,70196401.0,ns,68320
day 13 part 1,,,,,80571071.0,ns,69174
day 13 part 1,,,,,81527168.0,ns,70028
day 13 part 1,,,,,91836340.0,ns,70882
day 13 part 1,,,,,81620368.0,ns,71736
day 13 part 1,,,,,78829976.0,ns,72590
day 13 part 1,,,,,78291078.0,ns,73444
day 13 part 1,,,,,79920473.0,ns,74298
day 13 part 1,,,,,80205472.0,ns,75152
day 13 part 1,,,,,86072255.0,ns,76006
day 13 part 1,,,,,85682357.0,ns,76860
day 13 part 1,,,,,87352152.0,ns,77714
day 13 part 1,,,,,79763173.0,ns,78568
day 13 part 1,,,,,95210630.0,ns,79422
day 13 part 1,,,,,102729308.0,ns,80276
day 13 part 1,,,,,97026024.0,ns,81130
day 13 part 1,,,,,95728529.0,ns,81984
day 13 part 1,,,,,92920236.0,ns,82838
day 13 part 1,,,,,95370729.0,ns,83692
day 13 part 1,,,,,108325492.0,ns,84546
day 13 part 1,,,,,101386012.0,ns,85400
