group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 2 part 2,,,,,1759218.0,ns,2
day 2 part 2,,,,,3134909.0,ns,4
day 2 part 2,,,,,4840722.0,ns,6
day 2 part 2,,,,,6572439.0,ns,8
day 2 part 2,,,,,8196846.0,ns,10
day 2 part 2,,,,,9887259.0,ns,12
day 2 part 2,,,,,10924928.0,ns,14
day 2 part 2,,,,,13675312.0,ns,16
day 2 part 2,,,,,14853290.0,ns,18
day 2 part 2,,,,,16599307.0,ns,20
day 2 part 2,,,,,18562137.0,ns,22
day 2 part 2,,,,,19888126.0,ns,24
day 2 part 2,,,,,21759350.0,ns,26
day 2 part 2,,,,,24602640.0,ns,28
day 2 part 2,,,,,25790019.0,ns,30
day 2 part 2,,,,,27278819.0,ns,32
day 2 part 2,,,,,28393993.0,ns,34
day 2 part 2,,,,,30760450.0,ns,36
day 2 part 2,,,,,31214481.0,ns,38
day 2 part 2,,,,,33022801.0,ns,40
day 2 part 2,,,,,36257017.0,ns,42
day 2 part 2,,,,,38911694.0,ns,44
day 2 part 2,,,,,39627742.0,ns,46
day 2 part 2,,,,,40653710.0,ns,48
day 2 part 2,,,,,41676178.0,ns,50
day 2 part 2,,,,,43037469.0,ns,52
day 2 part 2,,,,,46251683.0,ns,54
day 2 part 2,,,,,46569604.0,ns,56
day 2 part 2,,,,,49053870.0,ns,58
day 2 part 2,,,,,50780485.0,ns,60
day 2 part 2,,,,,53633376.0,ns,62
day 2 part 2,,,,,54181511.0,ns,64
day 2 part 2,,,,,56169645.0,ns,66
day 2 part 2,,,,,56880791.0,ns,68
day 2 part 2,,,,,57937463.0,ns,70
day 2 part 2,,,,,60706846.0,ns,72
day 2 part 2,,,,,62890793.0,ns,74
day 2 part 2,,,,,63780051.0,ns,76
day 2 part 2,,,,,64408994.0,ns,78
day 2 part 2,,,,,66183112.0,ns,80
day 2 part 2,,,,,69589638.0,ns,82
day 2 part 2,,,,,71880292.0,ns,84
day 2 part 2,,,,,73983832.0,ns,86
day 2 part 2,,,,,75701646.0,ns,88
day 2 part 2,,,,,77391258.0,ns,90
day 2 part 2,,,,,80609871.0,ns,92
day 2 part 2,,,,,78817151.0,ns,94
day 2 part 2,,,,,81178409.0,ns,96
day 2 part 2,,,,,81390123.0,ns,98
day 2 part 2,,,,,82867721.0,ns,100
day 2 part 2,,,,,85119471.0,ns,102
day 2 part 2,,,,,86990296.0,ns,104
day 2 part 2,,,,,88257781.0,ns,106
day 2 part 2,,,,,91613204.0,ns,108
day 2 part 2,,,,,92612370.0,ns,110
day 2 part 2,,,,,96524431.0,ns,112
day 2 part 2,,,,,97106170.0,ns,114
day 2 part 2,,,,,98029532.0,ns,116
day 2 part 2,,,,,99316517.0,ns,118
day 2 part 2,,,,,99969961.0,ns,120
day 2 part 2,,,,,102301316.0,ns,122
day 2 part 2,,,,,103889922.0,ns,124
day 2 part 2,,,,,109966426.0,ns,126
day 2 part 2,,,,,116455760.0,ns,128
day 2 part 2,,,,,116326250.0,ns,130
day 2 part 2,,,,,113233445.0,ns,132
day 2 part 2,,,,,116233944.0,ns,134
day 2 part 2,,,,,117184908.0,ns,136
day 2 part 2,,,,,117674640.0,ns,138
day 2 part 2,,,,,119250846.0,ns,140
day 2 part 2,,,,,122409256.0,ns,142
day 2 part 2,,,,,133974326.0,ns,144
day 2 part 2,,,,,132455925.0,ns,146
day 2 part 2,,,,,125313150.0,ns,148
day 2 part 2,,,,,127196474.0,ns,150
day 2 part 2,,,,,138712242.0,ns,152
day 2 part 2,,,,,138655138.0,ns,154
day 2 part 2,,,,,129417123.0,ns,156
day 2 part 2,,,,,130484994.0,ns,158
day 2 part 2,,,,,140982393.0,ns,160
day 2 part 2,,,,,143705275.0,ns,162
day 2 part 2,,,,,142726209.0,ns,164
day 2 part 2,,,,,145035564.0,ns,166
day 2 part 2,,,,,146947890.0,ns,168
day 2 part 2,,,,,140580366.0,ns,170
day 2 part 2,,,,,145415689.0,ns,172
day 2 part 2,,,,,150884653.0,ns,174
day 2 part 2,,,,,151331583.0,ns,176
day 2 part 2,,,,,152338350.0,ns,178
day 2 part 2,,,,,155176339.0,ns,180
day 2 part 2,,,,,153193207.0,ns,182
day 2 part 2,,,,,155386953.0,ns,184
day 2 part 2,,,,,159765845.0,ns,186
day 2 part 2,,,,,167250143.0,ns,188
day 2 part 2,,,,,158378653.0,ns,190
day 2 part 2,,,,,169270378.0,ns,192
day 2 part 2,,,,,167903887.0,ns,194
day 2 part 2,,,,,165727442.0,ns,196
day 2 part 2,,,,,172684305.0,ns,198
day 2 part 2,,,,,177947557.0,ns,200
