group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 22 part 2,,,,,711488062.0,ns,1
day 22 part 2,,,,,661827330.0,ns,1
day 22 part 2,,,,,715270288.0,ns,1
day 22 part 2,,,,,696460162.0,ns,1
day 22 part 2,,,,,708285641.0,ns,1
day 22 part 2,,,,,685158287.0,ns,1
day 22 part 2,,,,,686217493.0,ns,1
day 22 part 2,,,,,708403742.0,ns,1
day 22 part 2,,,,,728819778.0,ns,1
day 22 part 2,,,,,758329769.0,ns,1
day 22 part 2,,,,,696181554.0,ns,1
day 22 part 2,,,,,692234227.0,ns,1
day 22 part 2,,,,,689130707.0,ns,1
day 22 part 2,,,,,724465242.0,ns,1
day 22 part 2,,,,,674004606.0,ns,1
day 22 part 2,,,,,692855831.0,ns,1
day 22 part 2,,,,,722996633.0,ns,1
day 22 part 2,,,,,712023560.0,ns,1
day 22 part 2,,,,,697158460.0,ns,1
day 22 part 2,,,,,669201473.0,ns,1
day 22 part 2,,,,,712974269.0,ns,1
day 22 part 2,,,,,743913977.0,ns,1
day 22 part 2,,,,,670901589.0,ns,1
day 22 part 2,,,,,695174652.0,ns,1
day 22 part 2,,,,,706040424.0,ns,1
day 22 part 2,,,,,716652095.0,ns,1
day 22 part 2,,,,,692399833.0,ns,1
day 22 part 2,,,,,724521647.0,ns,1
day 22 part 2,,,,,696561761.0,ns,1
day 22 part 2,,,,,716971797.0,ns,1
day 22 part 2,,,,,677653634.0,ns,1
day 22 part 2,,,,,683101157.0,ns,1
day 22 part 2,,,,,722638080.0,ns,1
day 22 part 2,,,,,697324713.0,ns,1
day 22 part 2,,,,,689463861.0,ns,1
day 22 part 2,,,,,718876255.0,ns,1
day 22 part 2,,,,,739958295.0,ns,1
day 22 part 2,,,,,722970383.0,ns,1
day 22 part 2,,,,,675475168.0,ns,1
day 22 part 2,,,,,659671264.0,ns,1
day 22 part 2,,,,,721443572.0,ns,1
day 22 part 2,,,,,717361345.0,ns,1
day 22 part 2,,,,,677168280.0,ns,1
day 22 part 2,,,,,695742185.0,ns,1
day 22 part 2,,,,,708487068.0,ns,1
day 22 part 2,,,,,721368252.0,ns,1
day 22 part 2,,,,,663467870.0,ns,1
day 22 part 2,,,,,697527595.0,ns,1
day 22 part 2,,,,,695350081.0,ns,1
day 22 part 2,,,,,727317191.0,ns,1
day 22 part 2,,,,,742729093.0,ns,1
day 22 part 2,,,,,662257462.0,ns,1
day 22 part 2,,,,,677468163.0,ns,1
day 22 part 2,,,,,721259651.0,ns,1
day 22 part 2,,,,,687266320.0,ns,1
day 22 part 2,,,,,723808549.0,ns,1
day 22 part 2,,,,,699378389.0,ns,1
day 22 part 2,,,,,692571145.0,ns,1
day 22 part 2,,,,,700774098.0,ns,1
day 22 part 2,,,,,699991193.0,ns,1
day 22 part 2,,,,,756174662.0,ns,1
day 22 part 2,,,,,693837553.0,ns,1
day 22 part 2,,,,,697586277.0,ns,1
day 22 part 2,,,,,690947034.0,ns,1
day 22 part 2,,,,,716601402.0,ns,1
day 22 part 2,,,,,716550699.0,ns,1
day 22 part 2,,,,,704658905.0,ns,1
day 22 part 2,,,,,690932114.0,ns,1
day 22 part 2,,,,,674714009.0,ns,1
day 22 part 2,,,,,715195674.0,ns,1
day 22 part 2,,,,,720342506.0,ns,1
day 22 part 2,,,,,708149228.0,ns,1
day 22 part 2,,,,,666813057.0,ns,1
day 22 part 2,,,,,696684652.0,ns,1
day 22 part 2,,,,,689356405.0,ns,1
day 22 part 2,,,,,681263551.0,ns,1
day 22 part 2,,,,,709157834.0,ns,1
day 22 part 2,,,,,705844344.0,ns,1
day 22 part 2,,,,,669149622.0,ns,1
day 22 part 2,,,,,703734650.0,ns,1
day 22 part 2,,,,,701276634.0,ns,1
day 22 part 2,,,,,693696383.0,ns,1
day 22 part 2,,,,,720587462.0,ns,1
day 22 part 2,,,,,713380714.0,ns,1
day 22 part 2,,,,,706216766.0,ns,1
day 22 part 2,,,,,683636117.0,ns,1
day 22 part 2,,,,,700435029.0,ns,1
day 22 part 2,,,,,692579476.0,ns,1
day 22 part 2,,,,,705311269.0,ns,1
day 22 part 2,,,,,712163957.0,ns,1
day 22 part 2,,,,,696484752.0,ns,1
day 22 part 2,,,,,699733674.0,ns,1
day 22 part 2,,,,,682797161.0,ns,1
day 22 part 2,,,,,715321778.0,ns,1
day 22 part 2,,,,,721476919.0,ns,1
day 22 part 2,,,,,662547226.0,ns,1
day 22 part 2,,,,,699188470.0,ns,1
day 22 part 2,,,,,679011235.0,ns,1
day 22 part 2,,,,,721290618.0,ns,1
day 22 part 2,,,,,735045710.0,ns,1
