group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 8 part 1,,,,,1091070.0,ns,39
day 8 part 1,,,,,2065133.0,ns,78
day 8 part 1,,,,,2543864.0,ns,117
day 8 part 1,,,,,3709939.0,ns,156
day 8 part 1,,,,,5159332.0,ns,195
day 8 part 1,,,,,5320643.0,ns,234
day 8 part 1,,,,,6105693.0,ns,273
day 8 part 1,,,,,8644656.0,ns,312
day 8 part 1,,,,,9267997.0,ns,351
day 8 part 1,,,,,9324000.0,ns,390
day 8 part 1,,,,,11370833.0,ns,429
day 8 part 1,,,,,11291127.0,ns,468
day 8 part 1,,,,,12785023.0,ns,507
day 8 part 1,,,,,14288020.0,ns,546
day 8 part 1,,,,,16004730.0,ns,585
day 8 part 1,,,,,15394492.0,ns,624
day 8 part 1,,,,,16090436.0,ns,663
day 8 part 1,,,,,19689067.0,ns,702
day 8 part 1,,,,,20568725.0,ns,741
day 8 part 1,,,,,21405278.0,ns,780
day 8 part 1,,,,,22223231.0,ns,819
day 8 part 1,,,,,23556017.0,ns,858
day 8 part 1,,,,,25233525.0,ns,897
day 8 part 1,,,,,23566517.0,ns,936
day 8 part 1,,,,,24511278.0,ns,975
day 8 part 1,,,,,25609149.0,ns,1014
day 8 part 1,,,,,26975837.0,ns,1053
day 8 part 1,,,,,27053642.0,ns,1092
day 8 part 1,,,,,27612578.0,ns,1131
day 8 part 1,,,,,28050506.0,ns,1170
day 8 part 1,,,,,30509064.0,ns,1209
day 8 part 1,,,,,31063301.0,ns,1248
day 8 part 1,,,,,30849486.0,ns,1287
day 8 part 1,,,,,31809748.0,ns,1326
day 8 part 1,,,,,38378271.0,ns,1365
day 8 part 1,,,,,39358835.0,ns,1404
day 8 part 1,,,,,40938836.0,ns,1443
day 8 part 1,,,,,40976638.0,ns,1482
day 8 part 1,,,,,42127312.0,ns,1521
day 8 part 1,,,,,38562283.0,ns,1560
day 8 part 1,,,,,42509438.0,ns,1599
day 8 part 1,,,,,41576477.0,ns,1638
day 8 part 1,,,,,41593278.0,ns,1677
day 8 part 1,,,,,43638610.0,ns,1716
day 8 part 1,,,,,43843623.0,ns,1755
day 8 part 1,,,,,46332383.0,ns,1794
day 8 part 1,,,,,45399223.0,ns,1833
day 8 part 1,,,,,46170473.0,ns,1872
day 8 part 1,,,,,46593200.0,ns,1911
day 8 part 1,,,,,49717601.0,ns,1950
day 8 part 1,,,,,51265301.0,ns,1989
day 8 part 1,,,,,49619795.0,ns,2028
day 8 part 1,,,,,50722266.0,ns,2067
day 8 part 1,,,,,51282102.0,ns,2106
day 8 part 1,,,,,57026472.0,ns,2145
day 8 part 1,,,,,56850460.0,ns,2184
day 8 part 1,,,,,57588808.0,ns,2223
day 8 part 1,,,,,57343193.0,ns,2262
day 8 part 1,,,,,54913035.0,ns,2301
day 8 part 1,,,,,56902464.0,ns,2340
day 8 part 1,,,,,56421333.0,ns,2379
day 8 part 1,,,,,61505760.0,ns,2418
day 8 part 1,,,,,61696973.0,ns,2457
day 8 part 1,,,,,63987620.0,ns,2496
day 8 part 1,,,,,69381467.0,ns,2535
day 8 part 1,,,,,68344801.0,ns,2574
day 8 part 1,,,,,67513347.0,ns,2613
day 8 part 1,,,,,70005508.0,ns,2652
day 8 part 1,,,,,66804101.0,ns,2691
day 8 part 1,,,,,64889978.0,ns,2730
day 8 part 1,,,,,67944775.0,ns,2769
day 8 part 1,,,,,68984142.0,ns,2808
day 8 part 1,,,,,68594717.0,ns,2847
day 8 part 1,,,,,70112514.0,ns,2886
day 8 part 1,,,,,73789651.0,ns,2925
day 8 part 1,,,,,73849855.0,ns,2964
day 8 part 1,,,,,74354388.0,ns,3003
day 8 part 1,,,,,74202678.0,ns,3042
day 8 part 1,,,,,78459651.0,ns,3081
day 8 part 1,,,,,75501661.0,ns,3120
day 8 part 1,,,,,77126366.0,ns,3159
day 8 part 1,,,,,87028804.0,ns,3198
day 8 part 1,,,,,81986679.0,ns,3237
day 8 part 1,,,,,83317564.0,ns,3276
day 8 part 1,,,,,85434701.0,ns,3315
day 8 part 1,,,,,84238624.0,ns,3354
day 8 part 1,,,,,84541244.0,ns,3393
day 8 part 1,,,,,97756994.0,ns,3432
day 8 part 1,,,,,95974380.0,ns,3471
day 8 part 1,,,,,97922705.0,ns,3510
day 8 part 1,,,,,96550917.0,ns,3549
day 8 part 1,,,,,98874666.0,ns,3588
day 8 part 1,,,,,98120418.0,ns,3627
day 8 part 1,,,,,88236981.0,ns,3666
day 8 part 1,,,,,91449189.0,ns,3705
day 8 part 1,,,,,95535551.0,ns,3744
day 8 part 1,,,,,96499313.0,ns,3783
day 8 part 1,,,,,95438646.0,ns,3822
day 8 part 1,,,,,94379176.0,ns,3861
day 8 part 1,,,,,98941171.0,ns,3900
