group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 1 part 1,,,,,988171.0,ns,216
day 1 part 1,,,,,1978943.0,ns,432
day 1 part 1,,,,,2959713.0,ns,648
day 1 part 1,,,,,3953585.0,ns,864
day 1 part 1,,,,,4946857.0,ns,1080
day 1 part 1,,,,,5925428.0,ns,1296
day 1 part 1,,,,,6918499.0,ns,1512
day 1 part 1,,,,,7893869.0,ns,1728
day 1 part 1,,,,,8912043.0,ns,1944
day 1 part 1,,,,,9902514.0,ns,2160
day 1 part 1,,,,,10892286.0,ns,2376
day 1 part 1,,,,,11884057.0,ns,2592
day 1 part 1,,,,,12876929.0,ns,2808
day 1 part 1,,,,,13862100.0,ns,3024
day 1 part 1,,,,,14909876.0,ns,3240
day 1 part 1,,,,,15868445.0,ns,3456
day 1 part 1,,,,,16845115.0,ns,3672
day 1 part 1,,,,,17827886.0,ns,3888
day 1 part 1,,,,,18854160.0,ns,4104
day 1 part 1,,,,,19816229.0,ns,4320
day 1 part 1,,,,,20833503.0,ns,4536
day 1 part 1,,,,,21802473.0,ns,4752
day 1 part 1,,,,,22781243.0,ns,4968
day 1 part 1,,,,,23713911.0,ns,5184
day 1 part 1,,,,,24841192.0,ns,5400
day 1 part 1,,,,,25860265.0,ns,5616
day 1 part 1,,,,,26757031.0,ns,5832
day 1 part 1,,,,,27722999.0,ns,6048
day 1 part 1,,,,,28747773.0,ns,6264
day 1 part 1,,,,,29885556.0,ns,6480
day 1 part 1,,,,,30710515.0,ns,6696
day 1 part 1,,,,,31530575.0,ns,6912
day 1 part 1,,,,,32674157.0,ns,7128
day 1 part 1,,,,,33673029.0,ns,7344
day 1 part 1,,,,,34466986.0,ns,7560
day 1 part 1,,,,,35507062.0,ns,7776
day 1 part 1,,,,,36568138.0,ns,7992
day 1 part 1,,,,,37546608.0,ns,8208
day 1 part 1,,,,,38398770.0,ns,8424
day 1 part 1,,,,,39627659.0,ns,8640
day 1 part 1,,,,,40621930.0,ns,8856
day 1 part 1,,,,,41546497.0,ns,9072
day 1 part 1,,,,,42313152.0,ns,9288
day 1 part 1,,,,,43567841.0,ns,9504
day 1 part 1,,,,,44604609.0,ns,9720
day 1 part 1,,,,,45554577.0,ns,9936
day 1 part 1,,,,,46575850.0,ns,10152
day 1 part 1,,,,,47568622.0,ns,10368
day 1 part 1,,,,,48519391.0,ns,10584
day 1 part 1,,,,,49553565.0,ns,10800
day 1 part 1,,,,,50205911.0,ns,11016
day 1 part 1,,,,,51304691.0,ns,11232
day 1 part 1,,,,,52327365.0,ns,11448
day 1 part 1,,,,,53380840.0,ns,11664
day 1 part 1,,,,,54476519.0,ns,11880
day 1 part 1,,,,,55484091.0,ns,12096
day 1 part 1,,,,,56559969.0,ns,12312
day 1 part 1,,,,,57222717.0,ns,12528
day 1 part 1,,,,,57476834.0,ns,12744
day 1 part 1,,,,,59392073.0,ns,12960
day 1 part 1,,,,,60447249.0,ns,13176
day 1 part 1,,,,,61513725.0,ns,13392
day 1 part 1,,,,,62530198.0,ns,13608
day 1 part 1,,,,,63301954.0,ns,13824
day 1 part 1,,,,,64293925.0,ns,14040
day 1 part 1,,,,,65090283.0,ns,14256
day 1 part 1,,,,,66321071.0,ns,14472
day 1 part 1,,,,,67384047.0,ns,14688
day 1 part 1,,,,,68295613.0,ns,14904
day 1 part 1,,,,,69326188.0,ns,15120
day 1 part 1,,,,,70268655.0,ns,15336
day 1 part 1,,,,,71285628.0,ns,15552
day 1 part 1,,,,,72203694.0,ns,15768
day 1 part 1,,,,,73195666.0,ns,15984
day 1 part 1,,,,,74121032.0,ns,16200
day 1 part 1,,,,,75126104.0,ns,16416
day 1 part 1,,,,,76096475.0,ns,16632
day 1 part 1,,,,,76829527.0,ns,16848
day 1 part 1,,,,,78099418.0,ns,17064
day 1 part 1,,,,,79062988.0,ns,17280
day 1 part 1,,,,,79939750.0,ns,17496
day 1 part 1,,,,,81112536.0,ns,17712
day 1 part 1,,,,,82196113.0,ns,17928
day 1 part 1,,,,,83209486.0,ns,18144
day 1 part 1,,,,,84115351.0,ns,18360
day 1 part 1,,,,,85170127.0,ns,18576
day 1 part 1,,,,,86217902.0,ns,18792
day 1 part 1,,,,,87206374.0,ns,19008
day 1 part 1,,,,,88207145.0,ns,19224
day 1 part 1,,,,,89074508.0,ns,19440
day 1 part 1,,,,,90209690.0,ns,19656
day 1 part 1,,,,,91161358.0,ns,19872
day 1 part 1,,,,,92268637.0,ns,20088
day 1 part 1,,,,,93252809.0,ns,20304
day 1 part 1,,,,,94156173.0,ns,20520
day 1 part 1,,,,,94971333.0,ns,20736
day 1 part 1,,,,,95970004.0,ns,20952
day 1 part 1,,,,,97191691.0,ns,21168
day 1 part 1,,,,,98093557.0,ns,21384
day 1 part 1,,,,,99018523.0,ns,21600
