group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 7 part 1,,,,,49910392.0,ns,18
day 7 part 1,,,,,52921728.0,ns,18
day 7 part 1,,,,,55144854.0,ns,18
day 7 part 1,,,,,51415410.0,ns,18
day 7 part 1,,,,,52785526.0,ns,18
day 7 part 1,,,,,51778514.0,ns,18
day 7 part 1,,,,,53023414.0,ns,18
day 7 part 1,,,,,51585495.0,ns,18
day 7 part 1,,,,,51953098.0,ns,18
day 7 part 1,,,,,52007500.0,ns,18
day 7 part 1,,,,,53104112.0,ns,18
day 7 part 1,,,,,53223213.0,ns,18
day 7 part 1,,,,,52069600.0,ns,18
day 7 part 1,,,,,53047111.0,ns,18
day 7 part 1,,,,,51102689.0,ns,18
day 7 part 1,,,,,65245952.0,ns,18
day 7 part 1,,,,,52939410.0,ns,18
day 7 part 1,,,,,51991799.0,ns,18
day 7 part 1,,,,,52565006.0,ns,18
day 7 part 1,,,,,51796397.0,ns,18
day 7 part 1,,,,,52755708.0,ns,18
day 7 part 1,,,,,53290414.0,ns,18
day 7 part 1,,,,,53102212.0,ns,18
day 7 part 1,,,,,52312402.0,ns,18
day 7 part 1,,,,,55261237.0,ns,18
day 7 part 1,,,,,55546240.0,ns,18
day 7 part 1,,,,,53103812.0,ns,18
day 7 part 1,,,,,54872832.0,ns,18
day 7 part 1,,,,,54061123.0,ns,18
day 7 part 1,,,,,52881110.0,ns,18
day 7 part 1,,,,,52519405.0,ns,18
day 7 part 1,,,,,52823809.0,ns,18
day 7 part 1,,,,,52430004.0,ns,18
day 7 part 1,,,,,52647907.0,ns,18
day 7 part 1,,,,,52832108.0,ns,18
day 7 part 1,,,,,50953487.0,ns,18
day 7 part 1,,,,,51435593.0,ns,18
day 7 part 1,,,,,52932110.0,ns,18
day 7 part 1,,,,,53473616.0,ns,18
day 7 part 1,,,,,50719385.0,ns,18
day 7 part 1,,,,,52703907.0,ns,18
day 7 part 1,,,,,51165390.0,ns,18
day 7 part 1,,,,,63428431.0,ns,18
day 7 part 1,,,,,53626318.0,ns,18
day 7 part 1,,,,,54666130.0,ns,18
day 7 part 1,,,,,52533605.0,ns,18
day 7 part 1,,,,,51769496.0,ns,18
day 7 part 1,,,,,51058589.0,ns,18
day 7 part 1,,,,,52065800.0,ns,18
day 7 part 1,,,,,51757296.0,ns,18
day 7 part 1,,,,,51624795.0,ns,18
day 7 part 1,,,,,52116001.0,ns,18
day 7 part 1,,,,,50221678.0,ns,18
day 7 part 1,,,,,49853975.0,ns,18
day 7 part 1,,,,,52439504.0,ns,18
day 7 part 1,,,,,52924610.0,ns,18
day 7 part 1,,,,,55460039.0,ns,18
day 7 part 1,,,,,53613818.0,ns,18
day 7 part 1,,,,,53122412.0,ns,18
day 7 part 1,,,,,54711330.0,ns,18
day 7 part 1,,,,,51160490.0,ns,18
day 7 part 1,,,,,54474228.0,ns,18
day 7 part 1,,,,,51190690.0,ns,18
day 7 part 1,,,,,52069300.0,ns,18
day 7 part 1,,,,,51738696.0,ns,18
day 7 part 1,,,,,52009899.0,ns,18
day 7 part 1,,,,,50786485.0,ns,18
day 7 part 1,,,,,53044612.0,ns,18
day 7 part 1,,,,,52520905.0,ns,18
day 7 part 1,,,,,55060434.0,ns,18
day 7 part 1,,,,,51582995.0,ns,18
day 7 part 1,,,,,47636549.0,ns,18
day 7 part 1,,,,,50762084.0,ns,18
day 7 part 1,,,,,53530117.0,ns,18
day 7 part 1,,,,,51608795.0,ns,18
day 7 part 1,,,,,52259802.0,ns,18
day 7 part 1,,,,,51633295.0,ns,18
day 7 part 1,,,,,51235591.0,ns,18
day 7 part 1,,,,,49845374.0,ns,18
day 7 part 1,,,,,49263468.0,ns,18
day 7 part 1,,,,,49392269.0,ns,18
day 7 part 1,,,,,51471693.0,ns,18
day 7 part 1,,,,,51244090.0,ns,18
day 7 part 1,,,,,47550248.0,ns,18
day 7 part 1,,,,,50968888.0,ns,18
day 7 part 1,,,,,50688584.0,ns,18
day 7 part 1,,,,,52331603.0,ns,18
day 7 part 1,,,,,48625160.0,ns,18
day 7 part 1,,,,,53360015.0,ns,18
day 7 part 1,,,,,48187355.0,ns,18
day 7 part 1,,,,,50026277.0,ns,18
day 7 part 1,,,,,51243190.0,ns,18
day 7 part 1,,,,,53139013.0,ns,18
day 7 part 1,,,,,50488881.0,ns,18
day 7 part 1,,,,,51416393.0,ns,18
day 7 part 1,,,,,51840297.0,ns,18
day 7 part 1,,,,,56333449.0,ns,18
day 7 part 1,,,,,55766443.0,ns,18
day 7 part 1,,,,,50917087.0,ns,18
day 7 part 1,,,,,50389080.0,ns,18
