group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 8 part 1,,,,,1057614.0,ns,42
day 8 part 1,,,,,2090327.0,ns,84
day 8 part 1,,,,,3360643.0,ns,126
day 8 part 1,,,,,3987251.0,ns,168
day 8 part 1,,,,,4839062.0,ns,210
day 8 part 1,,,,,6054178.0,ns,252
day 8 part 1,,,,,6305981.0,ns,294
day 8 part 1,,,,,7442495.0,ns,336
day 8 part 1,,,,,9685525.0,ns,378
day 8 part 1,,,,,10673037.0,ns,420
day 8 part 1,,,,,10072529.0,ns,462
day 8 part 1,,,,,13315471.0,ns,504
day 8 part 1,,,,,12787464.0,ns,546
day 8 part 1,,,,,14309884.0,ns,588
day 8 part 1,,,,,15445198.0,ns,630
day 8 part 1,,,,,15517699.0,ns,672
day 8 part 1,,,,,18707940.0,ns,714
day 8 part 1,,,,,17414324.0,ns,756
day 8 part 1,,,,,17945830.0,ns,798
day 8 part 1,,,,,22434488.0,ns,840
day 8 part 1,,,,,22837893.0,ns,882
day 8 part 1,,,,,21271673.0,ns,924
day 8 part 1,,,,,24458114.0,ns,966
day 8 part 1,,,,,24520115.0,ns,1008
day 8 part 1,,,,,23137697.0,ns,1050
day 8 part 1,,,,,28581967.0,ns,1092
day 8 part 1,,,,,24791318.0,ns,1134
day 8 part 1,,,,,26725143.0,ns,1176
day 8 part 1,,,,,29967885.0,ns,1218
day 8 part 1,,,,,31769608.0,ns,1260
day 8 part 1,,,,,32357915.0,ns,1302
day 8 part 1,,,,,31172401.0,ns,1344
day 8 part 1,,,,,34163938.0,ns,1386
day 8 part 1,,,,,36157564.0,ns,1428
day 8 part 1,,,,,35090651.0,ns,1470
day 8 part 1,,,,,37545882.0,ns,1512
day 8 part 1,,,,,37416980.0,ns,1554
day 8 part 1,,,,,40434919.0,ns,1596
day 8 part 1,,,,,42408444.0,ns,1638
day 8 part 1,,,,,44163367.0,ns,1680
day 8 part 1,,,,,44820276.0,ns,1722
day 8 part 1,,,,,41096227.0,ns,1764
day 8 part 1,,,,,48248020.0,ns,1806
day 8 part 1,,,,,49940141.0,ns,1848
day 8 part 1,,,,,45717187.0,ns,1890
day 8 part 1,,,,,47993816.0,ns,1932
day 8 part 1,,,,,46902602.0,ns,1974
day 8 part 1,,,,,50020042.0,ns,2016
day 8 part 1,,,,,48465622.0,ns,2058
day 8 part 1,,,,,54458199.0,ns,2100
day 8 part 1,,,,,50182044.0,ns,2142
day 8 part 1,,,,,49709138.0,ns,2184
day 8 part 1,,,,,53026781.0,ns,2226
day 8 part 1,,,,,61198386.0,ns,2268
day 8 part 1,,,,,58574052.0,ns,2310
day 8 part 1,,,,,58180647.0,ns,2352
day 8 part 1,,,,,59112558.0,ns,2394
day 8 part 1,,,,,61210686.0,ns,2436
day 8 part 1,,,,,61010083.0,ns,2478
day 8 part 1,,,,,61259587.0,ns,2520
day 8 part 1,,,,,61078484.0,ns,2562
day 8 part 1,,,,,61921195.0,ns,2604
day 8 part 1,,,,,63655017.0,ns,2646
day 8 part 1,,,,,66430053.0,ns,2688
day 8 part 1,,,,,67100961.0,ns,2730
day 8 part 1,,,,,71867523.0,ns,2772
day 8 part 1,,,,,72269127.0,ns,2814
day 8 part 1,,,,,72380329.0,ns,2856
day 8 part 1,,,,,70942211.0,ns,2898
day 8 part 1,,,,,66012947.0,ns,2940
day 8 part 1,,,,,69969299.0,ns,2982
day 8 part 1,,,,,73206439.0,ns,3024
day 8 part 1,,,,,76605584.0,ns,3066
day 8 part 1,,,,,80408132.0,ns,3108
day 8 part 1,,,,,76776686.0,ns,3150
day 8 part 1,,,,,75681571.0,ns,3192
day 8 part 1,,,,,74780560.0,ns,3234
day 8 part 1,,,,,75381868.0,ns,3276
day 8 part 1,,,,,75937175.0,ns,3318
day 8 part 1,,,,,86312608.0,ns,3360
day 8 part 1,,,,,83116267.0,ns,3402
day 8 part 1,,,,,85159275.0,ns,3444
day 8 part 1,,,,,88443500.0,ns,3486
day 8 part 1,,,,,90527125.0,ns,3528
day 8 part 1,,,,,87907693.0,ns,3570
day 8 part 1,,,,,85515163.0,ns,3612
day 8 part 1,,,,,92492750.0,ns,3654
day 8 part 1,,,,,99490099.0,ns,3696
day 8 part 1,,,,,96456434.0,ns,3738
day 8 part 1,,,,,100662785.0,ns,3780
day 8 part 1,,,,,99556771.0,ns,3822
day 8 part 1,,,,,97158444.0,ns,3864
day 8 part 1,,,,,95981629.0,ns,3906
day 8 part 1,,,,,92409087.0,ns,3948
day 8 part 1,,,,,99725574.0,ns,3990
day 8 part 1,,,,,97926852.0,ns,4032
day 8 part 1,,,,,98021953.0,ns,4074
day 8 part 1,,,,,105991247.0,ns,4116
day 8 part 1,,,,,109687691.0,ns,4158
day 8 part 1,,,,,104559030.0,ns,4200
