group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 19 part 1,,,,,56657614.0,ns,4
day 19 part 1,,,,,56690415.0,ns,4
day 19 part 1,,,,,56458213.0,ns,4
day 19 part 1,,,,,56437812.0,ns,4
day 19 part 1,,,,,56249910.0,ns,4
day 19 part 1,,,,,56614615.0,ns,4
day 19 part 1,,,,,56215409.0,ns,4
day 19 part 1,,,,,56383712.0,ns,4
day 19 part 1,,,,,56483213.0,ns,4
day 19 part 1,,,,,56505513.0,ns,4
day 19 part 1,,,,,56510813.0,ns,4
day 19 part 1,,,,,56373412.0,ns,4
day 19 part 1,,,,,56359611.0,ns,4
day 19 part 1,,,,,56422512.0,ns,4
day 19 part 1,,,,,56276011.0,ns,4
day 19 part 1,,,,,56377811.0,ns,4
day 19 part 1,,,,,56732316.0,ns,4
day 19 part 1,,,,,56383911.0,ns,4
day 19 part 1,,,,,56384512.0,ns,4
day 19 part 1,,,,,56362812.0,ns,4
day 19 part 1,,,,,56620514.0,ns,4
day 19 part 1,,,,,56372311.0,ns,4
day 19 part 1,,,,,56677615.0,ns,4
day 19 part 1,,,,,56261511.0,ns,4
day 19 part 1,,,,,56391011.0,ns,4
day 19 part 1,,,,,56687815.0,ns,4
day 19 part 1,,,,,56315811.0,ns,4
day 19 part 1,,,,,56409012.0,ns,4
day 19 part 1,,,,,57099120.0,ns,4
day 19 part 1,,,,,56500013.0,ns,4
day 19 part 1,,,,,56188809.0,ns,4
day 19 part 1,,,,,56812817.0,ns,4
day 19 part 1,,,,,56443912.0,ns,4
day 19 part 1,,,,,56130609.0,ns,4
day 19 part 1,,,,,56219310.0,ns,4
day 19 part 1,,,,,56868017.0,ns,4
day 19 part 1,,,,,56631914.0,ns,4
day 19 part 1,,,,,56319011.0,ns,4
day 19 part 1,,,,,56444713.0,ns,4
day 19 part 1,,,,,56432612.0,ns,4
day 19 part 1,,,,,56384412.0,ns,4
day 19 part 1,,,,,56423812.0,ns,4
day 19 part 1,,,,,56968218.0,ns,4
day 19 part 1,,,,,56585914.0,ns,4
day 19 part 1,,,,,56371111.0,ns,4
day 19 part 1,,,,,56411712.0,ns,4
day 19 part 1,,,,,56467413.0,ns,4
day 19 part 1,,,,,56414212.0,ns,4
day 19 part 1,,,,,56545513.0,ns,4
day 19 part 1,,,,,56803516.0,ns,4
day 19 part 1,,,,,56457213.0,ns,4
day 19 part 1,,,,,56311111.0,ns,4
day 19 part 1,,,,,56410412.0,ns,4
day 19 part 1,,,,,56822616.0,ns,4
day 19 part 1,,,,,56541514.0,ns,4
day 19 part 1,,,,,56318511.0,ns,4
day 19 part 1,,,,,56793016.0,ns,4
day 19 part 1,,,,,56618314.0,ns,4
day 19 part 1,,,,,56489913.0,ns,4
day 19 part 1,,,,,56894317.0,ns,4
day 19 part 1,,,,,56511213.0,ns,4
day 19 part 1,,,,,56564314.0,ns,4
day 19 part 1,,,,,56466412.0,ns,4
day 19 part 1,,,,,56795517.0,ns,4
day 19 part 1,,,,,56286710.0,ns,4
day 19 part 1,,,,,57317322.0,ns,4
day 19 part 1,,,,,56284811.0,ns,4
day 19 part 1,,,,,56353311.0,ns,4
day 19 part 1,,,,,56226710.0,ns,4
day 19 part 1,,,,,56423112.0,ns,4
day 19 part 1,,,,,56487713.0,ns,4
day 19 part 1,,,,,56214310.0,ns,4
day 19 part 1,,,,,56413212.0,ns,4
day 19 part 1,,,,,56538213.0,ns,4
day 19 part 1,,,,,56255611.0,ns,4
day 19 part 1,,,,,56556913.0,ns,4
day 19 part 1,,,,,56419212.0,ns,4
day 19 part 1,,,,,57196421.0,ns,4
day 19 part 1,,,,,58338233.0,ns,4
day 19 part 1,,,,,56595414.0,ns,4
day 19 part 1,,,,,56680714.0,ns,4
day 19 part 1,,,,,56916118.0,ns,4
day 19 part 1,,,,,57767327.0,ns,4
day 19 part 1,,,,,56269010.0,ns,4
day 19 part 1,,,,,56623814.0,ns,4
day 19 part 1,,,,,56513413.0,ns,4
day 19 part 1,,,,,56271311.0,ns,4
day 19 part 1,,,,,56155109.0,ns,4
day 19 part 1,,,,,56332911.0,ns,4
day 19 part 1,,,,,56733916.0,ns,4
day 19 part 1,,,,,56489813.0,ns,4
day 19 part 1,,,,,56810116.0,ns,4
day 19 part 1,,,,,56427612.0,ns,4
day 19 part 1,,,,,56760316.0,ns,4
day 19 part 1,,,,,56706915.0,ns,4
day 19 part 1,,,,,56718315.0,ns,4
day 19 part 1,,,,,56701916.0,ns,4
day 19 part 1,,,,,56545413.0,ns,4
day 19 part 1,,,,,56425812.0,ns,4
day 19 part 1,,,,,56430912.0,ns,4
