group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 20 part 1,,,,,138581101.0,ns,1
day 20 part 1,,,,,829563473.0,ns,1
day 20 part 1,,,,,27155060.0,ns,1
day 20 part 1,,,,,296285884.0,ns,1
day 20 part 1,,,,,47097299.0,ns,1
day 20 part 1,,,,,808403045.0,ns,1
day 20 part 1,,,,,138090367.0,ns,1
day 20 part 1,,,,,286252059.0,ns,1
day 20 part 1,,,,,45011549.0,ns,1
day 20 part 1,,,,,253374602.0,ns,1
day 20 part 1,,,,,44503994.0,ns,1
day 20 part 1,,,,,579144370.0,ns,1
day 20 part 1,,,,,251640263.0,ns,1
day 20 part 1,,,,,261928101.0,ns,1
day 20 part 1,,,,,17933887.0,ns,1
day 20 part 1,,,,,250284465.0,ns,1
day 20 part 1,,,,,352702317.0,ns,1
day 20 part 1,,,,,258790976.0,ns,1
day 20 part 1,,,,,123996000.0,ns,1
day 20 part 1,,,,,16353274.0,ns,1
day 20 part 1,,,,,553146404.0,ns,1
day 20 part 1,,,,,286830189.0,ns,1
day 20 part 1,,,,,18178104.0,ns,1
day 20 part 1,,,,,100171791.0,ns,1
day 20 part 1,,,,,1017874862.0,ns,1
day 20 part 1,,,,,611208971.0,ns,1
day 20 part 1,,,,,134227235.0,ns,1
day 20 part 1,,,,,335430477.0,ns,1
day 20 part 1,,,,,471152219.0,ns,1
day 20 part 1,,,,,198678461.0,ns,1
day 20 part 1,,,,,296449979.0,ns,1
day 20 part 1,,,,,1086761206.0,ns,1
day 20 part 1,,,,,590514691.0,ns,1
day 20 part 1,,,,,353483996.0,ns,1
day 20 part 1,,,,,685865876.0,ns,1
day 20 part 1,,,,,470676016.0,ns,1
day 20 part 1,,,,,628194832.0,ns,1
day 20 part 1,,,,,630061766.0,ns,1
day 20 part 1,,,,,203239102.0,ns,1
day 20 part 1,,,,,581492677.0,ns,1
day 20 part 1,,,,,267213098.0,ns,1
day 20 part 1,,,,,539557465.0,ns,1
day 20 part 1,,,,,602658298.0,ns,1
day 20 part 1,,,,,20399465.0,ns,1
day 20 part 1,,,,,102772184.0,ns,1
day 20 part 1,,,,,788783070.0,ns,1
day 20 part 1,,,,,795546056.0,ns,1
day 20 part 1,,,,,379601073.0,ns,1
day 20 part 1,,,,,600717258.0,ns,1
day 20 part 1,,,,,705722186.0,ns,1
day 20 part 1,,,,,112900906.0,ns,1
day 20 part 1,,,,,778932730.0,ns,1
day 20 part 1,,,,,172464784.0,ns,1
day 20 part 1,,,,,833083218.0,ns,1
day 20 part 1,,,,,3665763.0,ns,1
day 20 part 1,,,,,825393766.0,ns,1
day 20 part 1,,,,,547751131.0,ns,1
day 20 part 1,,,,,229697993.0,ns,1
day 20 part 1,,,,,750318075.0,ns,1
day 20 part 1,,,,,686383685.0,ns,1
day 20 part 1,,,,,400101728.0,ns,1
day 20 part 1,,,,,163727756.0,ns,1
day 20 part 1,,,,,1254759395.0,ns,1
day 20 part 1,,,,,3890880.0,ns,1
day 20 part 1,,,,,328632697.0,ns,1
day 20 part 1,,,,,543104994.0,ns,1
day 20 part 1,,,,,100387003.0,ns,1
day 20 part 1,,,,,330558516.0,ns,1
day 20 part 1,,,,,645599418.0,ns,1
day 20 part 1,,,,,873944502.0,ns,1
day 20 part 1,,,,,266189297.0,ns,1
day 20 part 1,,,,,140609688.0,ns,1
day 20 part 1,,,,,92086806.0,ns,1
day 20 part 1,,,,,371339542.0,ns,1
day 20 part 1,,,,,139194487.0,ns,1
day 20 part 1,,,,,190659079.0,ns,1
day 20 part 1,,,,,26591107.0,ns,1
day 20 part 1,,,,,515224265.0,ns,1
day 20 part 1,,,,,56150929.0,ns,1
day 20 part 1,,,,,394168680.0,ns,1
day 20 part 1,,,,,531100203.0,ns,1
day 20 part 1,,,,,263652616.0,ns,1
day 20 part 1,,,,,149405919.0,ns,1
day 20 part 1,,,,,55735899.0,ns,1
day 20 part 1,,,,,188509925.0,ns,1
day 20 part 1,,,,,109814379.0,ns,1
day 20 part 1,,,,,70462155.0,ns,1
day 20 part 1,,,,,153211392.0,ns,1
day 20 part 1,,,,,299950520.0,ns,1
day 20 part 1,,,,,161463584.0,ns,1
day 20 part 1,,,,,1026408640.0,ns,1
day 20 part 1,,,,,1006520652.0,ns,1
day 20 part 1,,,,,59944113.0,ns,1
day 20 part 1,,,,,1007614603.0,ns,1
day 20 part 1,,,,,72201695.0,ns,1
day 20 part 1,,,,,68604637.0,ns,1
day 20 part 1,,,,,46209425.0,ns,1
day 20 part 1,,,,,464963156.0,ns,1
day 20 part 1,,,,,676845303.0,ns,1
day 20 part 1,,,,,72615425.0,ns,1
