group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day 5 part 2,,,,,1042588.0,ns,12
day 5 part 2,,,,,2104076.0,ns,24
day 5 part 2,,,,,3134665.0,ns,36
day 5 part 2,,,,,4188753.0,ns,48
day 5 part 2,,,,,5040343.0,ns,60
day 5 part 2,,,,,5955933.0,ns,72
day 5 part 2,,,,,7123619.0,ns,84
day 5 part 2,,,,,8108009.0,ns,96
day 5 part 2,,,,,9214696.0,ns,108
day 5 part 2,,,,,9867288.0,ns,120
day 5 part 2,,,,,10835878.0,ns,132
day 5 part 2,,,,,11736468.0,ns,144
day 5 part 2,,,,,12794455.0,ns,156
day 5 part 2,,,,,13958143.0,ns,168
day 5 part 2,,,,,14839132.0,ns,180
day 5 part 2,,,,,15758822.0,ns,192
day 5 part 2,,,,,16753111.0,ns,204
day 5 part 2,,,,,18224995.0,ns,216
day 5 part 2,,,,,19462980.0,ns,228
day 5 part 2,,,,,20920664.0,ns,240
day 5 part 2,,,,,20987663.0,ns,252
day 5 part 2,,,,,22692544.0,ns,264
day 5 part 2,,,,,23007440.0,ns,276
day 5 part 2,,,,,24388325.0,ns,288
day 5 part 2,,,,,26255504.0,ns,300
day 5 part 2,,,,,27122194.0,ns,312
day 5 part 2,,,,,27095694.0,ns,324
day 5 part 2,,,,,27832786.0,ns,336
day 5 part 2,,,,,29032572.0,ns,348
day 5 part 2,,,,,30499656.0,ns,360
day 5 part 2,,,,,31840340.0,ns,372
day 5 part 2,,,,,33045127.0,ns,384
day 5 part 2,,,,,33854118.0,ns,396
day 5 part 2,,,,,33688720.0,ns,408
day 5 part 2,,,,,35196303.0,ns,420
day 5 part 2,,,,,36471488.0,ns,432
day 5 part 2,,,,,37122881.0,ns,444
day 5 part 2,,,,,37729675.0,ns,456
day 5 part 2,,,,,39605953.0,ns,468
day 5 part 2,,,,,40017448.0,ns,480
day 5 part 2,,,,,41130436.0,ns,492
day 5 part 2,,,,,43518409.0,ns,504
day 5 part 2,,,,,43621107.0,ns,516
day 5 part 2,,,,,45802583.0,ns,528
day 5 part 2,,,,,44866794.0,ns,540
day 5 part 2,,,,,46225178.0,ns,552
day 5 part 2,,,,,46990170.0,ns,564
day 5 part 2,,,,,48368254.0,ns,576
day 5 part 2,,,,,50587829.0,ns,588
day 5 part 2,,,,,51532919.0,ns,600
day 5 part 2,,,,,53446096.0,ns,612
day 5 part 2,,,,,54494685.0,ns,624
day 5 part 2,,,,,55190678.0,ns,636
day 5 part 2,,,,,55767970.0,ns,648
day 5 part 2,,,,,57201355.0,ns,660
day 5 part 2,,,,,58152743.0,ns,672
day 5 part 2,,,,,59112933.0,ns,684
day 5 part 2,,,,,59372930.0,ns,696
day 5 part 2,,,,,60480718.0,ns,708
day 5 part 2,,,,,62001700.0,ns,720
day 5 part 2,,,,,63360785.0,ns,732
day 5 part 2,,,,,64066777.0,ns,744
day 5 part 2,,,,,65875156.0,ns,756
day 5 part 2,,,,,65665359.0,ns,768
day 5 part 2,,,,,67251841.0,ns,780
day 5 part 2,,,,,67642437.0,ns,792
day 5 part 2,,,,,68293029.0,ns,804
day 5 part 2,,,,,70404105.0,ns,816
day 5 part 2,,,,,69874912.0,ns,828
day 5 part 2,,,,,71601592.0,ns,840
day 5 part 2,,,,,73161774.0,ns,852
day 5 part 2,,,,,74256662.0,ns,864
day 5 part 2,,,,,75228151.0,ns,876
day 5 part 2,,,,,74462960.0,ns,888
day 5 part 2,,,,,74712656.0,ns,900
day 5 part 2,,,,,77924221.0,ns,912
day 5 part 2,,,,,78528837.0,ns,924
day 5 part 2,,,,,80435188.0,ns,936
day 5 part 2,,,,,81962189.0,ns,948
day 5 part 2,,,,,83421890.0,ns,960
day 5 part 2,,,,,82023490.0,ns,972
day 5 part 2,,,,,85645393.0,ns,984
day 5 part 2,,,,,86108793.0,ns,996
day 5 part 2,,,,,86604895.0,ns,1008
day 5 part 2,,,,,88151795.0,ns,1020
day 5 part 2,,,,,88726497.0,ns,1032
day 5 part 2,,,,,89305197.0,ns,1044
day 5 part 2,,,,,90687499.0,ns,1056
day 5 part 2,,,,,92050900.0,ns,1068
day 5 part 2,,,,,93629402.0,ns,1080
day 5 part 2,,,,,94522402.0,ns,1092
day 5 part 2,,,,,95716904.0,ns,1104
day 5 part 2,,,,,97020306.0,ns,1116
day 5 part 2,,,,,96694905.0,ns,1128
day 5 part 2,,,,,99220408.0,ns,1140
day 5 part 2,,,,,99708208.0,ns,1152
day 5 part 2,,,,,100663110.0,ns,1164
day 5 part 2,,,,,102003011.0,ns,1176
day 5 part 2,,,,,100435309.0,ns,1188
day 5 part 2,,,,,102137411.0,ns,1200
